text,score,reasoning,decision,error
"35 - The Philosopher's Toolkit: Aristotle's Logical Works
Peter discusses Aristotle’s pioneering work in logic, and looks at related issues like the ten categories and the famous “sea battle” argument for determinism.
You are missing some Flash content that should appear here! Perhaps your browser cannot display it, or maybe it did not initialize correctly.
• J. Hintikka, Time and Necessity. Studies in Aristotle's Theory of Modality (Oxford:1973).
• W. Leszl, “Aristotle's Logical Works and His Conception of Logic,” Topoi 23 (2004), 71–100.
• R. Smith, ""Logic,"" in J. Barnes (ed.), The Cambridge Companion to Aristotle (Cambridge: 1995), 27-65.
• S. Waterlow, Passage and Possibility (Oxford: 1982).
On the ""sea battle"" problem:
• G.E.M. Anscombe, “Aristotle and the Sea Battle,” in J.M.E. Moravcsik (ed.), Aristotle: a Collection of Critical Essays, (1967), reprinted from Mind 65 (1956).
• D. Frede, “The Sea-Battle Reconsidered: a Defence of the Traditional Interpretation,” Oxford Studies in Ancient Philosophy 3 (1985).
• J. Hintikka, “The Once and Future Sea Fight: Aristotle’s Discussion of Future Contingents in de Interpretatione 9,” in his Time and Necessity (see above).",3,"The extract provides information on Aristotle's logical works, introducing key concepts like the ten categories and the ""sea battle"" argument. It includes references to academic sources, making it suitable for educational use. However, the content is more geared towards advanced students or scholars, and the lack of explanatory text and presence of missing Flash content limit its usefulness for primary or grade school levels.

Educational score: 3",KEEP,
"Find More Accuracy in the Treatment of Brain Tumor by Stereotactic Radiosurgery
Stereotactic radiotherapy (also called stereotaxy) is a type of minimally invasive surgical intervention. It uses radiation treatment to deliver a large and precise radiation dose to the tumor area in a single session. This type of surgery applies a three-dimensional coordinates system to locate small targets inside the body. With the help of gamma knife, radiation beams are focused at the tumor from various angles for a short period of time. Stereotactic radiosurgery (SRS) can be performed by several other machines such as X-Knife, CyberKnife and Clinac. It is used to treat brain tumors and other brain disorders that are difficult to be treated by regular surgery.
This type of surgery works under three main components. The first one is stereotactic planning system; it includes multimodality image matching tools. The stereotactic atlas is a series of cross sections of anatomical structure. In most atlases, the three dimensions are as latero-lateral (x), dorso-ventral (y) and rostro-caudal (z). Another one is a stereotactic device or apparatus which uses a set of three coordinates (x, y and z). And the last one is stereotactic localization and placement procedure. This therapy works in the same way as other forms of radiation treatment. Instead of removing the tumor, stereotactic radiotherapy damages the DNA of tumor cells. In this way malignant and metastatic tumors may shrink more rapidly.
Stereotactic radiosurgery can effectively treat different types of tumors including benign, malignant, primary, metastatic, single and multiple. A study in 2008 by The University of Texas M. D. Anderson Cancer Center revealed that SRS and Whole brain radiation therapy (WBRT) for the treatment of metastatic brain tumors have more that twice the risk of developing leaning and memory problems than treated with SRS alone.",3,"The extract provides information on stereotactic radiosurgery, a topic relevant to medical education. It introduces key concepts, explains the procedure, and discusses its applications, making it suitable for educational use. However, the content may be too complex for primary school students and lacks exercises or solutions, limiting its educational value for grade school levels.

Educational score: 3",KEEP,
"NOLAN, MATTHEW (1834–1864). Matthew Nolan, Mexican War veteran, Texas Ranger, Nueces County sheriff, and Confederate cavalry officer, was born in 1834 in Providence, Rhode Island. He was the son of Irish immigrants. Some sources claim he was born in New York. His parents died when he and his older sister Mary and younger brother Tom were children, leaving them on their own. Mary married a soldier and enlisted her brothers as buglers in Zachary Taylor's Second Dragoons. She became a laundress so that she could travel with her husband and brothers to Texas on the eve of the Mexican War. They settled in Corpus Christi until Taylor moved his army to the Rio Grande valley at the beginning of the war. By this time Mary was working as a hospital matron. Matthew and Tom Nolan were at the battles of Palo Alto and Resaca de la Palma and traveled with the army until the end of the war in 1848 and then returned to Corpus Christi.
In 1850 Nolan joined John S. ""Rip"" Ford's Texas Ranger unit as a bugler where he distinguished himself in a May 26, 1850, skirmish with Comanche Indians near Fort Merrill. In Ford's memoirs he wrote that Nolan ""rushed barefoot through prickly pear to get a shot at the retreating foe."" Nolan stayed with Rip Ford and the Texas Rangers during the 1850s and fought minor territorial battles throughout Texas. In 1858 Nolan was elected sheriff of Nueces County, and he named his brother Tom a deputy sheriff.
At the outbreak of the Civil War, Nolan raised a company of volunteers from Corpus Christi and joined the Second Texas Cavalry. He fought along the Mexican border with his former commander Ford. He returned to Corpus Christi to marry Margaret J. McMahon on May 22, 1862. Nolan rejoined his regiment to take part in the January 1, 1863, recapture of Galveston Island. His actions in the battle of Galveston led to his promotion to major.
Later in 1863 Nolan was sent back to a volatile Corpus Christi to help keep the peace in South Texas and monitor the coast. Corpus Christi was equally divided between Northern and Southerner sympathizers. Ford employed Nolan to keep watch on Cecilio Balerio, Union sympathizer and rancher. With Ford's blessing, Nolan was reelected to county sheriff on August 1, 1864. His job was to arrest, ""perfidious renegades."" One of these ""renegades,"" former sheriff H. W. Barry, was a Mexican War veteran who was providing cotton to Union ships in the Gulf of Mexico. Nolan reported to Ford that he had seen Barry in action. By December 1864 Corpus Christi was suffering the effects of war, and tensions ran high. On the night of December 22, 1864, Nolan and horse trader J. C. McDonald met outside of the Nolan home, and while they talked, two of Barry's stepsons, Frank and Charles Gravis, appeared and started an argument with Nolan. In the commotion that ensued, one of the Gravis brothers shot and fatally wounded Nolan. Other sources claim that Nolan was in the process of arresting McDonald, and the two brothers, intending to kill McDonald for seducing their sister, accidentally shot Nolan instead.
Matthew Nolan is buried next to his brother Tom in the Old Bayview Cemetery in Corpus Christi.
Murphy Givens, ""Corpus Christi History: The Nolans arrive in Corpus Christi,"" Corpus Christi Caller–Times, August 23, 2000 (http://www.caller2.com/2000/august/23/today/murphy_g/2672.html), accessed March 23, 2011.
The following, adapted from the Chicago Manual of Style, 15th edition, is the preferred citation for this article.Stephanie P. Niemeyer, ""NOLAN, MATTHEW,"" Handbook of Texas Online (http://www.tshaonline.org/handbook/online/articles/fno33), accessed May 22, 2013. Published by the Texas State Historical Association.",4,"The extract provides historical information about Matthew Nolan, a figure relevant to Texas history, making it useful for educational purposes. It introduces key concepts related to historical events and figures, is well-structured, and coherent. However, it may not be directly aligned with primary school or grade school curricula and lacks interactive elements or exercises. The content is valuable but could be more focused on educational objectives.

Educational score: 4",KEEP,
"scintillation counterArticle Free Pass
scintillation counter, radiation detector that is triggered by a flash of light (or scintillation) produced when ionizing radiation traverses certain solid or liquid substances (phosphors), among which are thallium-activated sodium iodide, zinc sulfide, and organic compounds such as anthracene incorporated into solid plastics or liquid solvents. The light flashes are converted into electric pulses by a photoelectric alloy of cesium and antimony, amplified about a million times by a photomultiplier tube, and finally counted. Sensitive to X rays, gamma rays, and charged particles, scintillation counters permit high-speed counting of particles and measurement of the energy of incident radiation.
What made you want to look up ""scintillation counter""? Please share what surprised you most...",4,"The extract provides information on scintillation counters, a topic relevant to physics and radiation detection. It introduces key concepts, is coherent, and follows a clear writing style, making it suitable for educational use at the grade school level. Although it lacks exercises and solutions, the content is focused and valuable for structured learning.

Educational score: 4",KEEP,
"Learning how to read coherently and write effectively teaches you to think critically, increases your vocabulary, and improves your language and research skills. No matter what field you enter, communication and writing skills are important and highly sought after by employers. Maranatha’s English major will expose you to enduring literary works and teach you to write more effectively, whether you write sermons, correspondence, books, magazine articles, or other forms of communication. Because of its emphasis on critical thinking and writing, English is also one of the best ways to prepare for graduate school.
Unlike secular English programs that promote relativistic theory about language, Maranatha’s English major teaches students to “approve things that are excellent” (Phil. 1:10) and to evaluate literature from a moral and biblical perspective. The English major will not only immerse you in the wide world of literature and awaken your cultural awareness but also equip you to discern objective truth and beauty according to God’s standard.
An English minor is also available for those majoring in another field who want to improve their ability to think, read, and write effectively through an acquaintance with excellent literary works.
This is the suggested class list for the English major. You may also look over the details for our English Education major.
|English Composition 1||3||English Composition 2||3|
|Computer Information System Elective||1||Computer Information System Elective||2|
|Christian Life 1||1||New Testament Survey||2|
|Old Testament Survey||2||Minor||3|
|Fundamentals of Public Speaking||2||Music Elective||2|
|The Modern World||3||Science Elective||3|
|British Literature Survey to 1789||3||British Literature Survey: 1789 to Present||3|
|Composition and Literature||3||American Masterpieces||3|
|Elementary Spanish 1||3||Elementary Spanish 2||3|
|Computer Information System Elective||1||Baptist Heritage||3|
|Christian Life 2||1||Bible Elective||2|
|Principles of Bible Study||2||Minor||3|
|Writing Elective||3||Literary Criticism||3|
|Period Literature Elective||3||Computer Information System Elective||1|
|Intermediate Spanish 1||3||Intermediate Spanish 2||3|
|Introduction to Philosophy||2||Bible Doctrine 1||3|
|Christian Life 3||1||Minor||3|
|Minor||3||American Studies Elective||3|
|Period Literature Elective||3||Period Literature Elective||3|
|Writing Elective||3||Writing or Period Literature Elective||3|
|Bible Doctrine 2||3||English Elective||3|
|Humanities Elective||3||Humanities Elective||3|
- Copy editor
- Creative writer
- English as a Second Language teacher
- Linguistic specialist
- Literacy tutor
- Literature specialist
Chelsie (Czichray) Messenger (’08) is enrolled in the Professional Communications program at Clemson University and hopes to someday work in business communications or public relations. She previously taught English at Easley Christian School in Easley, SC. “My academic advisor, Nathan Huffstutler, helped me sort out my future career goals and helped me develop my love of technical writing,” Messenger said.",2,"The extract provides information on the importance of English skills and a college's English major program, including course lists and potential careers. Although it introduces relevant concepts, the content is more promotional and focused on a specific institution's program rather than general educational material. It lacks exercises, solutions, and detailed insights, making it less suitable for structured learning at primary or grade school levels.

Educational score: 2",DISCARD,
"Dry, flaky skin, also referred to as xerosis, not only looks unattractive, it can be uncomfortably tight and itchy. In severe cases, the skin is so dry that fissures and cracks develop which can become inflamed or infected. The symptoms worsen in the winter months when skin is exposed to dry air and heat, but some people deal with xerosis all year round.
Dry skin is caused by a lack of moisture in the outer layer of the skin. The outermost layer of the skin contains lipids. These lipids consist of ceramides, fatty acids and cholesterol that help to hold in water and prevent dryness. People with dry skin often have lower levels of ceramides. This affects the skin’s ability to retain moisture. When the outer layer of skin is too dry, skin cells aren’t shed properly and the cells build up on the surface of the skin causing it to look rough and flaky.
Some people are prone towards dry skin genetically, but lifestyle habits play a role too. Ceramides that keep skin moist and supple can be stripped away by using harsh cleansers and detergents, washing skin in hot water, exposing skin to chemicals, frequent bathing and exposure to dry air or extremes in temperature. Areas with the fewest oil glands such as the extremities and trunk are most susceptible.
It’s important to reduce your skin’s exposure to elements that damage the lipid layer and remove moisture from the skin. Some people live in homes with a low humidity. Adding a home humidifier to increase moisture in the air is a simple way to sooth dry, irritated skin. Staying covered up outdoors in the winter helps too.
Another problem that aggravates xerosis is excessive exposure to water, especially hot water. Dry skin was less common years ago when people didn’t have the convenience of taking a shower every day. Using harsh cleansers and bath products including soap also worsen the problem by stripping away the lipids and oils that keep skin moist. A better alternative is to use a soap-free cleanser which contains ingredients that remove dirt while helping to repair the protective lipid barrier. Keep baths short, and use warm, not hot, water. A brief shower is a better alternative.
After cleansing, it’s important to moisturize. Pat skin dry and immediately apply a layer of moisturizer while skin is still slightly damp. Choose one that contains ingredients known to be effective for dry skin such as hyaluronic acid, glycerin, alpha-hydroxy acids or urea. Alpha-hydroxy acids have the additional advantage of smoothing the skin surface and improving its texture so it reflects light better, making skin look more youthful. Stay away from lanolin and fragrance which can irritate the skin.
A lotion works well for xerosis on the body, but creams are better for treating facial dryness. Select a product which contains hyaluronic acid and glycerin along with other moisturizers such as shea butter and safflower seed oil to retain moisture. Using a combination of moisturizers also helps to smooth out the appearance of fine lines and makes skin feel supple and silky.
Dry skin is more than just a cosmetic problem. It can make skin feel itchy and uncomfortable. Fortunately, it can be treated by making a few lifestyle changes and using the right skin care products.",4,"The extract provides informative content on dry skin, its causes, and treatment, making it relevant for health education. Although it lacks a traditional textbook structure and exercises, the writing style is clear and coherent. The content is suitable for grade school students, introducing key concepts and offering practical advice. However, it may not be comprehensive or perfectly suited for structured learning.

Educational score: 4",KEEP,
"Gonorrhoea - the drugs don't work
Published: 23rd Dec 2011 08:41:37
The prospect of untreatable gonorrhoea has provoked alarm around the world, and there are no new classes of antibiotics in development.
In this week's Scrubbing Up column, Peter Greenhouse of the British Association for Sexual Health & HIV (BASHH) argues financial incentives will be needed to seek a new cure.
We're all familiar with stories about hospital-acquired superbugs - MRSA and the like - becoming more difficult to treat, and are fearful whenever an elderly relative needs in-patient care.
But now, with a report from Japan of multidrug-resistant gonorrhoea, and the festive season in full swing, the spectre of an untreatable sexually transmitted infection looms over us - and our teenagers - for the first time in a generation.
Since penicillin was first used to treat gonorrhoea in 1943, the organism has gradually developed novel means of evading control by each new antibiotic.
For treatment to be effective and practical, it must be simple to administer by mouth as a single dose, achieving a high enough concentration of the drug in the body to treat over 95% of infections.
If the efficacy drops below this figure, the treatment has to change.
But over-the-counter medication, widely available in Africa and Asia means people self-medicate often taking the wrong dose at the wrong time, perhaps with alcohol which further reduces the concentration of the drug.
Strains of gonorrhoea which need a higher concentration of a drug to kill them become the dominant ones. This keeps happening until the drug no longer works.
If gonorrhoea becomes untreatable in these countries, the effect on increasing HIV rates could be disastrous - because any sexually transmitted infection which causes inflammation and discharge increases the transmission efficiency of HIV.
On average, transmission is five times more likely to occur if gonorrhoea or chlamydia are present
In the UK, the situation is monitored annually by the Health Protection Agency, providing an essential early warning of drugs which are about to fail, allowing a switch of treatment regimes before they become ineffective.
There's a desperate world-wide demand for new antibiotics, yet the drug companies aren't interested”
Ciprofloxacin - a drug introduced in the mid-1980s after the failure of penicillin - lasted in the UK until 2002: This may have survived longer because of the world-wide drop in gonorrhoea rates following the arrival of HIV, when fear of the new virus meant people practised safe-sex and changed partners less.
But it had already failed in the Far East, some four years previously.
Resistance develops faster in homosexual men, not just because of high rates of partner change.
Most people don't realise that oral sex is an important route of transmission for gonorrhoea, which doesn't usually cause a sore throat.
Gonorrhoea mixes with organisms which live naturally in the rectum and throat, picking up new types of antibiotic resistance from these bugs.
The next drug, cefixime, was introduced around 2003, but lasted only six years in the UK before resistance rose suddenly, hitting 25% among homosexual men.
Now, their only treatment option is an injection (Ceftriaxone) which has recently failed in Japan.
But why isn't there a new drug in development?
Since the mid-1980s and the arrival of HIV, almost all drug company research has focused on antiviral medicines, with no new classes of antibiotics being produced since the 1970s, and none on the horizon.
There's a desperate world-wide demand for new antibiotics, yet the drug companies aren't interested, so how could we motivate them?
Financial reality dictates research policy: Why bother to develop a drug which works in one day or one week, when you could make one - such as an antidepressant, statin or antiviral - which must be taken for months, for years, or for life?
So either the new drug(s) would have to be seriously expensive, precluding their use where they would be most needed, or there would have to be a substantial reward offered, perhaps of a magnitude only affordable by a fund such as the Gates Foundation.
Yet even if novel drugs could be produced, the biology and transmission dynamics of gonorrhoea mean that each new regime would probably fail within five-to-ten years of its introduction, unless we use multi-dose, multi-drug regimes, which will be less practical and more expensive to administer.
Faced with this, what can we do to stay sexually healthy? Stay at home, or take your partner to the New Year party: If that's not possible, use condoms - meticulously, and visit your local clinic - frequently.
Harvard CitationBBC News, 2011. Gonorrhoea - the drugs don't work. [Online] (Updated 23 Dec 2011)
Available at: http://www.ukwirednews.com/news.php/212819-Gonorrhoea-the-drugs-dont-work [Accessed 14th May 2013]
At 07:53:07 in BusinessA group of international investors is interested in buying UK water supplier Severn Trent, the company has said....
At 07:49:21 in WalesMajor road safety works have started on a one-mile stretch of coast road at Flintshire which has been the scene of serious accidents....
At 07:48:53 in EnglandStuart Hazell is due to be sentenced later after admitting mid-trial to killing his partner's granddaughter....
At 07:47:03 in WalesAn independent TV company has issued redundancy notices to 10 members of staff due to a cut in work from Welsh language broadcaster S4C....
At 07:43:33 in WalesFurther forensic evidence is expected to be heard later in the trial of the man accused of murdering April Jones....
At 07:41:47 in WalesA Cardiff theatre was asked to explain by the Arts Council of Wales why there was no plan to tackle an £800,000 overspend, it has emerged....
At 07:40:22 in EntertainmentHollywood actress Angelina Jolie has undergone a double mastectomy to reduce her chances of getting breast cancer....
At 07:32:39 in HeadlinesA boat carrying Rohingya Muslims has capsized off western Burma, aid agencies say. ...
At 07:31:47 in BusinessIndia's top drugmaker Ranbaxy Laboratories is to pay a record fine in the US for lying to officials and selling badly made generic drug...
At 07:31:30 in Northern IrelandPolice have issued a description of a man they want to question about the rape of a teenage girl in west Belfast....
News In Other Categories
A group of international investors is interested in buying UK water supplier Severn Trent, the company has said....
Free wi-fi access is to be introduced at 25 of Scotland's busiest railway stations before the end of the year. ...
Major road safety works have started on a one-mile stretch of coast road at Flintshire which has been the scene of serious accidents....
What makes a great foreign minister? Some of those who have held the great office of state, including Lord Carrington, David Owen and David ...
It was a melodious spectacle....
With the doors to its brand new £1million training centre officially open, one of the UK's leading apprentice training providers, Bristol ba...",2,"The extract provides information on a relevant topic, gonorrhoea, and its growing resistance to antibiotics, making it somewhat educational. However, the content is not tailored for primary or grade school levels, and the writing style is more suited for a general audience. The inclusion of unrelated news articles at the end detracts from its educational value.

Educational score: 2",DISCARD,
"2011 State Poverty Data Underscore the Need to Protect Programs for Low-Income Women
New data from the Census was just released, and NWLC’s calculations show that many women and their families around the country are still struggling in the wake of the great recession. Though poverty stabilized between 2010 and 2011, protecting low income programs remains absolutely critical for women.
In 2011, more than one in five women was poor in Mississippi (22.3 percent) and Louisiana (20.6 percent). Only one state, New Hampshire, had a poverty rate of less than ten percent for women, at 8.9 percent. In the other 47 states and the District of Columbia, between 10 and 20 percent of women lived below the poverty line.
In 2011, more than half of female-headed families with children were poor in Kentucky (51.3 percent), Louisiana (50.3 percent), Mississippi (51.8 percent), and West Virginia (51.6 percent). In eight more states (AL, AR, ID, MI, NM, OH, SC, and TN), their poverty rates were 45 percent and above.
What about women of color? In eleven states, about a third or more of black women were poor (IA, IN, LA, ME, MI, MN, MS, SD, WI, WV, and, VT). Roughly a third of Hispanic women were poor in six states (IN, MS, NC, PA, RI, TN).
Yet again, these numbers underscore the importance of federal and state programs for low-income people. We’ve talked about this before, but with poverty rates at record highs, programs like Social Security, Medicare, the Supplemental Nutrition Assistance Program (formerly food stamps), and the Earned Income Tax Credit, among others, are essential for keeping millions of women and families above the poverty line. We know that women disproportionately rely on these programs, making the message from the state poverty data clear: Programs for low-income families and individuals must be protected. We sincerely hope Congress is taking note.
Articles by Topic
Join the New Reproductive Health Campaign
Go to ThisIsPersonal.org to get the facts and tools you need to help protect women's reproductive health.",2,"The extract provides information on poverty rates among women in the US, which could be relevant to social studies or economics. However, it lacks a clear educational structure, includes promotional content, and addresses complex issues not suited for primary or grade school levels. The text is more advocacy-oriented than educational.

Educational score: 2",DISCARD,
"The Founding Fathers, as a group, were a band of very wise men. Perhaps the wisest was Benjamin Franklin, a rare combination of genius and solid common sense. He also had that attribute of truly wise people: the sense to hide his intellect to some extent behind a fog of good humor. How fortunate for America that throughout his life he placed his intellect at the service of his country, a country he understood at an early date embraced all of the colonies in British America.
At the end of his life his final great service to America was at the Constitutional Convention where his calming words helped bring disputing factions together to achieve the task of hammering a document together that has endured through the centuries. Many of the delegates noted the importance of Doctor Franklin in the process of bringing the Constitution to life. One of the delegates, Dr. James McHenry of Maryland, a surgeon who had served as an aide to General Washington during the Revolutionary War, recorded that as Franklin was leaving Constitution Hall “A lady asked Dr. (Benjamin) Franklin, “Well Doctor, what have we got, a republic or a monarchy?” “A republic,” replied the Doctor, “if you can keep it.”
I have always been struck by that answer, because Franklin indicated in it that it is the responsibility of each individual American to keep the nation a Republic, not the responsibility of someone else. Sound advice in 1787, sound advice in 2011.",4,"The extract provides valuable information about Benjamin Franklin and the Constitutional Convention, introducing key concepts relevant to school curricula. It is coherent and suitable for learning, with a clear writing style, making it relevant and beneficial for educational purposes at the grade school level. The content is focused and valuable for structured learning, offering insights into the subject matter.

Educational score: 4",KEEP,
"While Americans and others may celebrate Easter only on a Sunday, that occasion is marked in Spain by an entire week of festivities known as Semana Santa, or Holy Week. The Holy Week festivals that take place all over the country are especially marked in Andalucia. Here, the emphasis is less on doleful repentance and more on celebration of the central figures of Christianity.
The central feature of all those activities are the notable processions that take place in every town in the region. The times, participants and style varies considerably from town to town. But almost all have some common themes.
Typically, traffic is closed off to allow for the floats and the hundreds or sometimes even thousands of people that precede or follow them. The festival is marked by religious figures dressed in Church finery carrying candles and directing the parade. Encircled by them is the main focus of the event: the floats.
Every float is a unique and creative construction that contains a figure of Jesus, Mary or an important saint.
A small statue of Saint Rocco, for example, may be held aloft on one platform, displaying his bare leg. He is regarded as a patron of the sick and the hopeful will often toss money onto the float, seeking relief or improvement.
Other floats will depict scenes from the Bible, early Christian stories, or any of a thousand different images that evoke memories of tales passed down through hundreds of generations. There is the Gitano del Polvorín, the Virgen de la Victoria and the Señor de Sevilla, among many more.
The processions, like the stories, are an ongoing tradition that has its origins in the early Middle Ages. As far back as 1,500 years ago the faithful annually walked with the platforms to celebrate the Annunciation, the Sermon on the Mount, the Rising from the Dead and other well-known scenes from the Bible.
For centuries – during the period Spain was ruled by Islamic Moors, Berbers, Arabs and others from North Africa – the festivals were forbidden. Not surprisingly, therefore, after the Reconquest by Christian kings and the re-establishment of Christianity in the country, the festivals started anew. They have been a regular event in Andalucia, with few interruptions, ever since.
But the natives are not the only participants. Church officials from Rome and elsewhere, along with people from around the world merely wanting to take part, celebrate the Holy Week festivals, too.
The celebrations ramp up a notch the final few days before Easter, making that an especially good time to visit in order to see or participate in Semana Santa. Musicians will play and sing as others carry banners, followed by Nazarenos dressed in tunics and masks.
Whether taking place in Cadiz or Cordoba, or any of the other dozens of cities large and small in Andalucia, the scene is similar. At the end of the procession, which often takes place from dusk to the following dawn, the float enters its individual sponsoring church and a hush comes over the crowd, signifying the culmination of Semana Santa.",4,"The extract provides information about Semana Santa, a Holy Week festival in Spain, introducing key concepts relevant to cultural and religious education. It is coherent, well-structured, and suitable for learning, making it relevant for educational purposes at the primary or grade school level. The content is valuable for structured learning, offering insights into the subject matter.

Educational score: 4",KEEP,
"Objective: To determine the prevalence of infant exposure to environmental tobacco smoke (ETS) among infants attending child health clinics in regional NSW; the association between such exposure and household smoking behaviours; and the factors associated with smoking restrictions in households with infants. Methods: Parents completed a computer-based questionnaire and infant urine samples were collected. Information was obtained regarding the smoking behaviours of household members and samples were analysed for cotinine. Results: Twenty seven per cent of infants had detectable levels of cotinine. Infant ETS exposure was significantly associated with the smoking status of household members, absence of complete smoking bans in smoking households and having more than one smoker in the home. Smoking households were significantly less likely to have a complete smoking ban in place. Conclusions: This study suggests that a significant proportion of the population group most vulnerable to ETS were exposed. Implications: Future efforts to reduce children's exposure to ETS need to target cessation by smoking parents, and smoking bans in households of infants where parents are smokers if desired reductions in childhood ETS-related illness are to be realised.
Australian and New Zealand Journal of Public Health Vol. 34, Issue 3, p. 269-273",3,"The extract provides information on a research study about infant exposure to environmental tobacco smoke, including methods, results, and conclusions. Although it introduces key concepts relevant to health education, its academic tone, technical vocabulary, and complex content make it more suitable for advanced learners. The extract lacks a clear and consistent writing style suitable for grade school students and doesn't offer exercises or solutions.

Educational score: 3",KEEP,
"Did You Know... The Facts About HPV?
The Abramson Cancer Center of the University of Pennsylvania
Last Modified: January 13, 2008
- HPV is one of the most common sexually transmitted diseases in the world.
- By age 50, about 80% of women have been infected by some type of HPV.
- Most HPV infections do not cause any symptoms, therefore people are unaware that they are infected.
- 70-80% of HPV infections resolve spontaneously because our immune system fights them off.
- HPV is found in 99% of cervical cancers.
- There are 100 strains of HPV, 12 or more are classified as “high risk” and are linked to cancer.
- Most women with HPV do NOT develop cervical cancer.
- About 20% of women infected with HPV will develop chronic infection, and 2% of these will develop cervical cancer.
- Two strains of HPV are responsible for causing genital warts.
- Sexual intercourse is not necessary for transmission of HPV; skin to skin genital/genital, genital/anal and possibly genital/oral contact is sufficient for transmission.
- Use of condoms can reduce the risk of transmission, but it cannot prevent all transmission because some genital tissue remains uncovered.
- HPV is the cause of many high and moderate grade abnormal pap smears (CIN 2/3) and some low grade lesions (CIN 1).
- HPV is estimated to cause:
- 70% of anal cancers
- 50% of vaginal and vulvar cancers
- 50% of penile cancers
- 20% of head and neck cancers
- Researchers are looking at vaccinating men as well as women.",4,"The extract provides valuable information about HPV, its transmission, and effects, making it relevant for educational purposes. However, the content may be too complex and sensitive for primary school levels due to its discussion of sexually transmitted diseases and cancer. The writing style is clear, but the topic's maturity level limits its suitability for younger grade school students.

Educational score: 4",KEEP,
"Many conditions during pregnancy or labor can make a C-section necessary, including:
Prolonged or ineffective labor
Placenta issues if the placenta is positioned abnormally low in the cervix (placenta previa), it can block the birth canal.
The placenta can also suddenly separate from the uterus (placenta abruptia), causing the mother to hemorrhage and the baby to have an abnormal heart rate.
Disproportion or multiple births: if the baby’s head is too large for the birth canal, or if there is more than one baby to deliver, a C-section may be safer than a vaginal delivery.
Abnormal presentation: if the baby’s position in the womb is abnormal, it may be safer to deliver via a C-section.
Prolapsed cord: if the umbilical cord cord comes before the baby through the vagina, it can strangle the baby during a vaginal delivery.
Fetal distress or medical problems: if the mother has diabetes, genital herpes, hypertension, cardiac disease, toxemia, or ovarian or uterine cysts, vaginal delivery may be hazardous for both mother and child.
If a C-section may be necessary for you, it is important to plan ahead and know what risks may be involved. Learn more about potential C-section risks .",4,"The extract provides information on pregnancy and labor conditions requiring a C-section, introducing relevant concepts. However, it lacks a clear educational structure, exercises, and solutions, limiting its suitability for structured learning. The content is coherent and focused, making it somewhat valuable for educational purposes, particularly in health or biology classes at the grade school level.

Educational score: 4",KEEP,
"Some of school going kids uses Electricity and Magnetism related science projects Experiments in there school’s science fair. children’s always trying to know that what is a magnet or something about electricity.
Someone can make electricity and Magnetism Science Fair Projects Using Batteries, Balloons etc. these Electricity and Magnetism Physics Projects are so interesting and Hair Raising.
Electricity and magnetism, electromagnetic waves and Magnetism are most used in these Physics Projects of school. here we have video to know more about Electricity and Magnetism Physics Projects Experiments.",3,"The extract provides some basic information about electricity and magnetism, and mentions their use in school science projects. It introduces relevant concepts, but the writing style is disorganized and lacks coherence. The content is not comprehensive, and the language is simple, but not entirely clear. The extract has some educational value, particularly for introducing basic concepts, but it lacks depth and structure.

Educational score: 3",KEEP,
